,date_info,name,title,content,rating
51,Reviewed in India on 12 June 2020,KIRAN,"Samsung Galaxy M31 (Space Black, 6GB RAM, 128GB Storage)","I Bought Samsung Galaxy M31 (Space Black, 6GB RAM, 128GB Storage) really awesome mobile works quickly fast and secure, fingerprint reader fast. Mid range mobile with highly configuration, battery life no issues 2 days i am using even after internet browse and playing online games. Camera auality my review night camera photos i am not happy but in day time taken pictures really good. other than night camera pictures i don't face any issues till now.. I recommended my my friends, Company Colleagues and family members to buy this product. Some of them have bought this product on my words they are really happy with this Samsung Galaxy M31 mobile.. Thank you so much Samsung and team members who worked on this product for mid range people you guys are doing awesome.",5.0 out of 5 stars
52,Reviewed in India on 11 March 2020,Dhananjay,"BAD CAMARA, VERY SLOW CHARGING, NOT IMPRESSIVE  DESIGN. NOT RECOMMENDED.",I was using Redmi not 5 pro prior to this. I feel that phone was quite better than this.. Camara- though it mentions 64 MP camara but it failed to impress me. When we click using front camara it takes 2-3 seconds hold time before clicking the picture. No flash for front camara.. During operation I didn't find phone to be user friendly. The most disappointing thing is time it takes for charging. They claim that it is super fast charging but it is even slower than my note 5 pro. In 1 hr it charges something around 25-30%....... Design- Not at all attractive.. Doesn't feel like new phone.. Not at all recommend. You may go go for Mi for realme.. I trusted Samsung but eventually it didn't fulfilled my expectations.,1.0 out of 5 stars
53,Reviewed in India on 9 March 2020,Naushad Khan,Good phone with slightly disappointing issues.,"Cons:. 1. No notifications light.. 2. Large icons.. 3. No preinstalled app lock. You can install s secure to achieve that but lock symbols will be there on each locked app.. 4. Ringtone volume not so loud.. 5. No back cover provided.. 6. Camera is not that great as expected with 64mp.. Pros:. 1. Screen quality. 2. Ram management. 3. Smooth performance. 4. Battery performance. After 12 hrs of usage, still having 60 % remaining battery (5 hours screen on time).. 5. Looks are pretty good.. 6. Samsung brand.",4.0 out of 5 stars
54,Reviewed in India on 13 March 2020,Prem Upadhyay,Not satisfied,"Disappointed with Samsung, after many year I decided to back to Samsung but truly disappointed. Software performance is worst and heating issue. Camera performance is pathetic, Most Worst part of Amazon policy now you can't return at all, moreover not even replace easily, you need to install the app then you will surprise all the problems you face shall be found ok in the software. You will be in difficult situation,what to do?. My strong recommendation not to go with Samsung M31.",1.0 out of 5 stars
55,Reviewed in India on 9 March 2020,Sravan sadhu,Fraud by samsung,"1.Camera - 3.8/5. 2.Performance - 3.0/5. 3.Battery backup - 2.7/5. (Battery doesnot prove itself as 6000mah). Charge time is quiq agreed.But,drains fast.Feels like the capacity is 4000mah.. My reivew im submitting after a week of observed usage.. My major point on selecting this mobile was battery.........They assured 6000mah but the fact is i can just get 4000mah worthfullness.. If ur just looking for 6000mah battery mobile this is the worst choice.. Badly feel like cheated by samsung.",1.0 out of 5 stars
56,Reviewed in India on 12 March 2020,Ramesh B.,Worst mobile..Don't buy..Go for  redmi.,Very bad mobile. Heating and hanging problem. Amazon not refunding even having mobile problem. Don't buy this mobile. Go for Redmi mobile. Camera quality is worst. Many thing's not supported. Anyone want to take this mobile please let me know. Reduce some amount. Buy before 7 days. Only battery is good other is worst. Samsung must quit in making mobile.,1.0 out of 5 stars
57,Reviewed in India on 9 March 2020,Bikash nayak,front cemera,use front cem iam not happy,3.0 out of 5 stars
58,Reviewed in India on 13 March 2020,Niranjan Krishna Mucherla,Worst Mobile... Don't waste money,"First... I would like to express my experience of this mobile is tooooooo worst.... It's never performed like 6GB Ram Mobile.... It's working like 512kb ram ram mobile. And another great backdrop is it's bluetooth... It's connectivity does not meets at atleast basic phone... And another thing is it's speaker...This one also very poor.... Batter charging and backup also we can't compare with another brands in the present market... Because its took worst.... I already requested to Amazon for return this phone, but, they smoothly refuesed my request as there is no chance to return as per their terms.. Finally, my dear all who want to buy this product i strongly recommend that don't buy this mobile and don't waste your money...",1.0 out of 5 stars
59,Reviewed in India on 9 March 2020,Manik Agrawal,Great 📱🔥❤️,"Update 1:- AI scene detection really enhances the colours and over all camera is quite commendable according to the price, if comparing to my OnePlus 7T. I also got a case from Amazon at just ₹59 which was unbelievable. Attaching Pictures for reference. Will update in near future if found anything worth updating.. ------------------------------------------------------. Great Specs. Great Value. I got the 128 GB variant. Only single Con is that the Back Panel Scratches Very Easily. After unboxing the phone and using it for an hour or so I could see some minute scratches, so i would recommend to get a skin. Also if you're thinking there are no cases available in the market right now as this is a new product. It might take some time due to the outbreak of Coronavirus. Therefore I have applied a transparent skin.. Also another thing the length of the charging cable is too short in my opinion.",4.0 out of 5 stars
60,Reviewed in India on 9 March 2020,Bravin Ninja,Awesome camera and Value for money - Go for it,"Ordered Samsung Galaxy M31 within 5 minutes after sale starts. Really impressed by the quality of the camera. All 4 back cameras are working great. Wide angle feature is great. Live focus, Macro and Slow-motion features are awesome. Front camera is very good. It captures the photo very well in all types of lightning and background. Battery backup is good. 100% to 20% in around 30 hours with average usage. Screen resolution and touch is very good. Go for it if you have your budget less than 16k and looking for awesome camera and screen resolution.. After 2 months usage: Battery charging takes more than 3 hours from 30% to 100% even though it shows Fast charging. Battery is draining quickly when using mobile hotspot.. Phone is heating too much. My kid is fearing to take my phone because of this heating issue (Don't know whether it is pros or cons 😜). Think before buying this phone.. Edit: After 9 months of usage: I am not facing the heating issues now. I had the heating problem while using hotspot for entire day. Battery backup is also good now. But facing some issues in camera. After the latest software update, the photos are some times showing our face like a black and white. This issue is happening only few times and the issue is on only around face. Complained to samsung but no action taken. They are asking for more logs from my phone. Other than this, phone is good to use.",5.0 out of 5 stars
61,Reviewed in India on 10 March 2020,Rajender,Camara quality is too bad,"Camara is too bad. Sound clarity is not at all good ... though it looks like a premium phone ,but when you started using it makes you feel that you bought a cheap quality product. Gets frequently stuck and restarts for no reason.",1.0 out of 5 stars
62,Reviewed in India on 9 March 2020,Amazon Customer,Worst display having serious issue,Hi all - whoever planning to buy M31 please don't its having a serious display issue showing lite pink and when we rotating less then 1 inch in any dimension its showing exact color otherwise direct view showing pink ..half showing one color half display in another color. They are not taking return for this product. Used Samsung before but now thinking never to buy anymore. I want return or replacement from amazon,1.0 out of 5 stars
63,Reviewed in India on 24 May 2020,Abhinav,"Don't buy, poor quality !!","Very poor quality, phone touch stopped responding on few areas suddenly. Didn't expected this from Samsung. I am not able to use from a month.. :(. Tried connecting customer service and they asked to go service center when it opens after lockdown. On asking whether my warranty period would be extended due to this, they completely denied.. I am feeling cheated now. :((. Don't buy this phone !!",1.0 out of 5 stars
64,Reviewed in India on 9 March 2020,S. Wadhwa,"For Battery & Performance - 5 STAR , for UI - 3 STAR","hi,. I purchased this phone few days back. So far I am quite happy with the battery life. I had both JIO connections on VOLTE-ON and no WIFI, so on Mobile DATA this phone performs too good. Approx 20 hrs of usage on mobile data, 8 hrs ON in a corner where JIO signal is low. works like a charm.. On WIFI, it says 100 even after 5 hrs with a usage of about 20+ min. this is also good.. Definitely, Samsung bloatware apps, that you cant uninstall.. However, I dont like the UI/Launcher. One of the worst looking icons. I hope samsung is reading this. 3 stars for this.. Some MISSING features for this price and as everyone else is providing.. 1. LED Flash for missed messages/cals, etc. 2. LED flash for incoming calls. 3. Reminders & Goals missing in Calendar. 4. All the Apps are Samsung proprietary. Contacts, Calls, Messages, Calendar, etc. 5. Camera - Good in bright light or outside. not so good inside room even with good lighting. Seems like it needs high lighting",4.0 out of 5 stars
